"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Day,Gender,Age,Text,"Amount spent (USD)",Reach,Impressions,Starts,Ends,"Attribution setting",Frequency,"Result type",Results,"CPC (cost per link click)","CTR (all)","CPM (cost per 1,000 impressions)","Result rate",Views,"Clicks (all)","CPC (all)","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per post engagement",ThruPlays,"Video plays","3-second video plays","Unique 2-second continuous video plays","Link clicks","Cost per ThruPlay","Cost per 3-second video play","Cost per 2-second continuous video play","CTR (link click-through rate)","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Instagram profile visits","Cost per app activation","App installs","Cost per app install","App activations conversion value","App activations","Purchase ROAS (return on ad spend)","Ratings submitted","Mobile app installs","In-app sessions conversion value","In-app sessions","In-app purchases","In-app registrations completed","In-app trials started","In-app subscriptions conversion value","Purchases rate per landing page views","Purchases rate per link clicks","Landing page views rate per link clicks","Results rate per link clicks","Unique outbound clicks","Outbound clicks","Unique outbound CTR (click-through rate)","Unique clicks (all)","Cost per unique click (all)","Cost per unique outbound click","Cost per outbound click","Cost per unique link click","Reporting starts","Reporting ends"
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-11,female,35-44,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",2.1,160,187,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.16875,"Mobile app installs",2,0.525,2.13903743,11.22994652,1.06951872,,4,0.525,,,,,,,0.525,,,,,4,,,,2.13903743,,,,,2,1.05,,,,,2,,,,,,,,,,50,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-11,female,55-64,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",1.2,57,64,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.12280702,"Mobile app installs",,,0,18.75,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-11,male,25-34,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.66,59,68,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.15254237,"Mobile app installs",1,0.33,2.94117647,9.70588235,1.47058824,,2,0.33,,,,,,,0.33,,,,,2,,,,2.94117647,,,,,1,0.66,,,,,1,,,,,,,,,,50,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-11,male,35-44,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",1.03,87,98,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.12643678,"Mobile app installs",,1.03,1.02040816,10.51020408,,,1,1.03,,,,,,,1.03,,,,,1,,,,1.02040816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-11,female,65+,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",1.34,31,36,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.16129032,"Mobile app installs",,,0,37.22222222,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-11,unknown,35-44,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.11,6,9,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.5,"Mobile app installs",,,0,12.22222222,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-11,unknown,18-24,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.03,1,1,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1,"Mobile app installs",,,0,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-11,unknown,25-34,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.02,3,4,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.33333333,"Mobile app installs",,,0,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C2_APB_TOP_1865_ADR_BOOK0_V2,120243254910060003,C2B_STC_APP_BOOK0_T2,120243254910110003,2026-05-11,unknown,18-24,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0,1,1,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1,"Mobile app installs",,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4D_STC_APP_BOOK0_T1 - Copy",120243710773880003,2026-05-11,unknown,18-24,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.06,2,2,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C1B_STC_APP_BOOK0_T1 - Copy",120243710773740003,2026-05-11,male,65+,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.01,1,1,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4D_STC_APP_BOOK0_T1 - Copy",120243710773880003,2026-05-11,female,55-64,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",1.21,37,44,2026-05-08,Ongoing,"1-day click",1.18918919,"Mobile app installs",,1.21,2.27272727,27.5,,,1,1.21,,,,,,,1.21,,,,,1,,,,2.27272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4B_STC_APP_BOOK0_T1 - Copy",120243710773720003,2026-05-11,female,45-54,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.03,2,2,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-11,unknown,35-44,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0,2,2,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1,"Mobile app installs",,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-11,unknown,55-64,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.06,3,3,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1,"Mobile app installs",,,0,20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-11,unknown,65+,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0,1,1,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1,"Mobile app installs",,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-11,unknown,45-54,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.02,2,2,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1,"Mobile app installs",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4B_STC_APP_BOOK0_T1 - Copy",120243710773720003,2026-05-11,unknown,35-44,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.01,1,1,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4B_STC_APP_BOOK0_T1 - Copy",120243710773720003,2026-05-11,female,35-44,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.02,3,3,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,6.66666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4B_STC_APP_BOOK0_T1 - Copy",120243710773720003,2026-05-11,male,65+,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0,1,1,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4B_STC_APP_BOOK0_T1 - Copy",120243710773720003,2026-05-11,female,18-24,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.01,2,2,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4B_STC_APP_BOOK0_T1 - Copy",120243710773720003,2026-05-11,male,55-64,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0,1,1,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,0,100,0,,,1,0,,,,,,,0,,,,,1,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-11,male,55-64,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",1.49,89,118,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.3258427,"Mobile app installs",,0.745,1.69491525,12.62711864,,,2,0.745,,,,,,,0.745,,,,,2,,,,1.69491525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4B_STC_APP_BOOK0_T1 - Copy",120243710773720003,2026-05-11,male,45-54,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.02,2,2,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4B_STC_APP_BOOK0_T1 - Copy",120243710773720003,2026-05-11,female,65+,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.02,2,3,2026-05-08,Ongoing,"1-day click",1.5,"Mobile app installs",,,0,6.66666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4B_STC_APP_BOOK0_T1 - Copy",120243710773720003,2026-05-11,female,55-64,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.04,1,1,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,40,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C1B_STC_APP_BOOK0_T1 - Copy",120243710773740003,2026-05-11,male,18-24,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.01,1,1,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C1B_STC_APP_BOOK0_T1 - Copy",120243710773740003,2026-05-11,male,55-64,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.03,1,1,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C1B_STC_APP_BOOK0_T1 - Copy",120243710773740003,2026-05-11,male,25-34,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.04,2,2,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C1B_STC_APP_BOOK0_T1 - Copy",120243710773740003,2026-05-11,male,35-44,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.02,2,2,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2C_STC_APP_BOOK0_T1 - Copy",120243710773770003,2026-05-11,female,25-34,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.01,1,1,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C3D_STC_APP_BOOK0_T1 - Copy",120243710773860003,2026-05-11,male,55-64,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.15,5,5,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-11,unknown,25-34,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.02,3,3,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1,"Mobile app installs",,,0,6.66666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-11,female,45-54,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",1.18,70,189,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",2.7,"Mobile app installs",,1.18,0.52910053,6.24338624,,,1,1.18,,,,,,,1.18,,,,,1,,,,0.52910053,,,,1.18,,,,1,,,,,1,,1,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4D_STC_APP_BOOK0_T1 - Copy",120243710773880003,2026-05-11,male,35-44,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",1.02,47,52,2026-05-08,Ongoing,"1-day click",1.10638298,"Mobile app installs",,,0,19.61538462,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4D_STC_APP_BOOK0_T1 - Copy",120243710773880003,2026-05-11,male,45-54,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.98,29,31,2026-05-08,Ongoing,"1-day click",1.06896552,"Mobile app installs",,,0,31.61290323,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4D_STC_APP_BOOK0_T1 - Copy",120243710773880003,2026-05-11,female,18-24,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",2.11,134,152,2026-05-08,Ongoing,"1-day click",1.13432836,"Mobile app installs",,2.11,0.65789474,13.88157895,,,1,2.11,,,,,,,2.11,,,,,1,,,,0.65789474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11,2026-05-11
